开始时间,结束时间,字幕内容,字幕颜色
0:33:17.26,0:33:17.93,Rest assured,,
0:33:18.74,0:33:20.18,you’ve done so much for me,,
0:33:21.19,0:33:23.25,I will keep this secret for you.,
0:33:26.06,0:33:26.97,Qi Yan: Thank you, Your Highness.,#A9A0FF
0:33:27.34,0:33:28.12,Nangong Wang: Hahahaha!,
0:33:35.79,0:33:38.43,Qi Yan: **It seems that the only way to save her right now**,#A9A0FF
0:33:39.24,0:33:40.69,**is to make her a concubine.**,#A9A0FF
0:33:42.86,0:33:43.70,**Xiao-Die,**,#A9A0FF
0:33:44.95,0:33:46.75,**this time, I will definitely keep you safe.**,#A9A0FF
0:33:58.27,0:33:59.94,<A few days later>,#A9A0FF
0:34:01.23,0:34:02.48,Woman1: Have you heard?,
0:34:02.59,0:34:04.07,That Vice Minister of Works,,
0:34:04.07,0:34:04.77,Sir Qi,,
0:34:04.82,0:34:06.67,took a young lady into his room.,
0:34:07.30,0:34:10.35,Woman 2: But I heard that Sir Qi is a Fuma as well,,
0:34:10.52,0:34:12.55,and he is married to the most favored princess, the Zhenzhen Princess.,
0:34:13.23,0:34:15.10,Woman 1: But why does it look to me like,
0:34:15.10,0:34:17.28,Lord Fuma is intending to bring this young lady,
0:34:17.28,0:34:18.40,back to the capital city?,
0:34:18.75,0:34:19.29,Woman 2: Shh!,
0:34:19.61,0:34:20.54,Sir Qi is here.,
0:34:27.07,0:34:28.10,Xiao-Die: Yuanjun,,
0:34:28.90,0:34:30.53,where are we going?,
0:34:31.13,0:34:31.98,Qi Yan: To the capital city.,#A9A0FF
0:34:32.48,0:34:33.39,We’re going home.,#A9A0FF
0:34:34.01,0:34:34.65,Xiao-Die: Oh~,
0:34:36.26,0:34:37.78,Just the two of us?,
0:34:40.42,0:34:40.85,Qi Yan: Mm.,#A9A0FF
0:34:43.19,0:34:43.63,Here,,#A9A0FF
0:34:44.10,0:34:44.84,get on the horse carriage.,#A9A0FF
0:34:45.15,0:34:45.67,Xiao-Die: Okay.,
0:34:46.98,0:34:47.62,Qi Yan: Be careful.,#A9A0FF
0:34:56.71,0:34:57.46,Carriage driver: Sit tight,,
0:34:57.62,0:34:58.33,Sir,,
0:34:58.62,0:34:59.73,we are about to set off.,
0:34:59.95,0:35:00.40,Qi Yan: Mm.,#A9A0FF
0:35:00.59,0:35:01.19,Carriage driver: Go!,
0:35:04.72,0:35:05.29,Xiao-Die: Ge…,
0:35:07.62,0:35:08.54,Yuanjun,,
0:35:09.44,0:35:10.36,I’m hungry.,
0:35:13.33,0:35:13.69,Qi Yan: Here,,#A9A0FF
0:35:14.35,0:35:15.57,have a little snack for now.,#A9A0FF
0:35:21.71,0:35:22.52,Xiao-Die: Yummy!,
0:35:24.46,0:35:25.09,Qi Yan: Don’t eat so fast,,#A9A0FF
0:35:25.34,0:35:25.76,alright.,#A9A0FF
0:35:26.33,0:35:26.84,Xiao-Die: Mm!,
0:35:28.61,0:35:31.05,Qi Yan: The next courier station is still a while away,,#A9A0FF
0:35:31.75,0:35:32.55,there are only snacks to eat for now.,#A9A0FF
0:35:33.41,0:35:34.53,Once we’re in the capital city,,#A9A0FF
0:35:34.77,0:35:36.57,gege will make your favorite food for you then.,#A9A0FF
0:35:37.47,0:35:38.24,Hold on for a little longer,,#A9A0FF
0:35:38.55,0:35:39.24,alright?,#A9A0FF
0:35:40.66,0:35:41.06,Xiao-Die: Mn.,
0:35:42.12,0:35:43.07,Qi Yan: Careful, don’t choke.,#A9A0FF
0:35:44.57,0:35:45.48,Xiao-Die: I won’t, I won’t.,
0:36:01.17,0:36:02.50,[Capital city],
0:36:04.98,0:36:05.99,Qi Yan: This child,,#A9A0FF
0:36:06.59,0:36:07.35,I want it gone.,#A9A0FF
0:36:08.04,0:36:09.08,Ding You: I’m afraid that’s not possible.,
0:36:10.37,0:36:11.67,If the child is aborted,,
0:36:12.27,0:36:13.93,it will be followed by excessive bleeding,,
0:36:15.25,0:36:18.05,and she is not physically fit enough to survive it.,
0:36:20.07,0:36:21.42,[Princess estate],
0:36:21.91,0:36:23.03,Nangong Jingnu: What did you say?,#FF7D40
0:36:24.51,0:36:25.13,Qi Yan,,#FF7D40
0:36:25.84,0:36:26.86,look at me…,#FF7D40
0:36:29.46,0:36:31.51,Qi Yan: She is already four months pregnant.,#A9A0FF
0:36:33.18,0:36:34.80,It is this subject’s child.,#A9A0FF
0:36:37.91,0:36:38.97,Nangong Jingnu: Why?,#FF7D40
0:36:40.54,0:36:41.84,Why?,#FF7D40
0:36:46.26,0:36:47.04,Qi Yan: **I’m sorry,**,#A9A0FF
0:36:49.72,0:36:50.63,**Your Highness.**,#A9A0FF
0:37:30.38,0:37:35.73,Jingnu: You, my first love, my forever,#FF7D40
0:37:35.73,0:37:38.90,the ocean depths, the searing flame,#FF7D40
0:37:38.90,0:37:43.32,sincerity, and illusion,#FF7D40
0:37:43.32,0:37:48.58,I, fell for you, made mistakes,#FF7D40
0:37:48.58,0:37:51.68,sated my thirst, lost my mind,#FF7D40
0:37:51.68,0:37:56.30,what I sowed, I reaped,#FF7D40
0:37:59.30,0:38:04.40,Qi Yan: You, in the court, by my pillow,#A9A0FF
0:38:04.40,0:38:07.80,the diverging path, in my heart,#A9A0FF
0:38:07.80,0:38:11.98,before my eyes, in the horizon,#A9A0FF
0:38:11.98,0:38:17.03,I, can't break free, can't linger,#A9A0FF
0:38:17.03,0:38:20.51,can't hate, can't understand,#A9A0FF
0:38:20.51,0:38:25.44,can't decide, can't take a side,#A9A0FF
0:38:26.49,0:38:31.01,My heart, is already wrung apart,#A9A0FF
0:38:31.01,0:38:32.87,ground to dust,#A9A0FF
0:38:32.87,0:38:39.26,There is no room for regret in a path towards a dead end,#A9A0FF
0:38:39.26,0:38:43.76,Jingnu: My love, fallen with my tear,#FF7D40
0:38:43.76,0:38:45.61,No one to blame,#FF7D40
0:38:45.61,0:38:52.04,Except me for a true love wrongly given,#FF7D40
0:39:04.59,0:39:10.10,Qi Yan: The path, no looking ahead, no looking back,#A9A0FF
0:39:10.10,0:39:13.40,no hesitation, no way back,#A9A0FF
0:39:13.40,0:39:17.65,no calculation, no letting go,#A9A0FF
0:39:17.65,0:39:32.05,Jingnu: Sigh, at the battle, the pain, the love, the dream, the show, all for naught,#FF7D40
0:39:32.05,0:39:36.69,Together: My heart, is already wrung apart,
0:39:36.69,0:39:38.55,ground to dust,
0:39:38.55,0:39:44.89,There is no room for regret in a path towards a dead end,
0:39:44.89,0:39:49.44,My love, fallen with my tear,
0:39:49.44,0:39:51.39,No one to blame,
0:39:51.39,0:39:57.38,Except me for a true love wrongly given,
0:39:57.38,0:40:02.42,Qi Yan: My heart, is already wrung apart,#A9A0FF
0:40:02.42,0:40:04.01,ground to dust,#A9A0FF
0:40:04.01,0:40:10.49,There is no room for regret in a path towards a dead end,#A9A0FF
0:40:10.49,0:40:14.92,Jingnu: My love, fallen with my tear,#FF7D40
0:40:14.92,0:40:16.88,No one to blame,#FF7D40
0:40:16.88,0:40:23.20,Except me for a true love wrongly given,#FF7D40
0:40:23.20,0:40:28.11,Together: My heart(heart), is already wrung apart,
0:40:28.11,0:40:29.80,ground to dust,
0:40:29.80,0:40:36.01,There is no room for regret in a path towards a dead end,
0:40:36.01,0:40:40.74,My love(love), fallen with my tear,
0:40:40.74,0:40:42.35,No one to blame,
0:40:42.35,0:40:48.99,Except me for a true love wrongly given,
0:40:48.99,0:40:59.21,I'll return to you in another life, and try again,
